date,open,high,low,close,volume
1993-05-28,96.08,97.07,95.58,95.58,1019875
1993-05-31,95.30,95.30,93.79,93.96,1882947
1993-06-01,93.89,95.76,93.89,95.76,1756050
1993-06-02,95.33,97.52,95.33,97.52,360807
1993-06-03,97.37,97.59,95.71,95.71,115403
1993-06-04,96.15,96.85,96.15,96.85,3071397
1993-06-07,96.45,98.43,96.45,98.43,1061132
1993-06-08,98.27,98.38,97.80,98.04,2274035
1993-06-09,97.99,99.94,97.99,98.62,1089645
1993-06-10,98.79,99.30,98.17,98.17,761015
1993-06-11,98.05,98.41,97.73,97.73,424804
1993-06-14,96.86,96.86,95.71,95.71,642844
1993-06-15,96.13,98.91,96.13,96.80,249871
1993-06-16,95.64,95.66,94.57,94.57,207663
1993-06-17,93.15,93.52,93.15,93.52,338849
1993-06-18,93.17,93.17,92.65,92.65,215547
1993-06-21,95.21,97.04,95.21,97.04,745658
1993-06-22,98.75,98.75,95.74,95.74,2740519
1993-06-23,95.21,96.45,95.21,96.45,3967132
1993-06-24,97.07,97.07,95.67,95.67,2152213
1993-06-25,94.58,94.58,92.92,93.15,977200
1993-06-28,92.15,92.15,89.78,89.78,607646
1993-06-29,89.84,89.84,89.03,89.03,798676
1993-06-30,89.93,89.93,88.38,88.38,100608
1993-07-01,89.95,89.95,87.90,87.90,71306
1993-07-02,87.23,88.48,87.17,88.48,21421
1993-07-05,89.77,89.93,87.95,87.95,329001
1993-07-06,89.17,90.34,89.13,90.34,2091626
1993-07-07,90.66,90.66,88.82,89.36,954799
1993-07-08,90.08,91.21,89.64,91.21,157857
1993-07-09,92.85,93.65,92.71,92.71,360183
1993-07-12,93.22,93.22,92.36,92.92,870405
1993-07-13,94.37,94.46,92.21,92.21,745808
1993-07-14,90.75,91.65,90.65,91.65,261002
1993-07-15,91.11,92.38,91.11,91.57,300546
1993-07-16,92.34,93.42,91.29,91.29,819032
1993-07-19,92.01,92.48,91.76,91.76,664187
1993-07-20,90.43,90.43,88.50,88.50,12189
1993-07-21,88.95,88.95,88.36,88.94,319770
1993-07-22,88.12,88.42,87.91,88.33,950322
1993-07-23,88.73,88.73,86.32,86.32,277316
1993-07-26,86.76,88.73,86.76,87.42,544695
1993-07-27,87.01,87.62,85.66,85.66,218736
1993-07-28,85.53,87.32,85.53,86.56,1450568
1993-07-29,87.98,88.53,87.63,87.63,1106083
1993-07-30,86.80,87.51,85.81,85.81,1807504
1993-08-02,84.89,84.96,84.14,84.96,863898
1993-08-03,86.41,86.66,85.06,85.06,649940
1993-08-04,84.53,86.30,83.56,86.30,173939
1993-08-05,86.52,88.25,86.52,88.25,110176
1993-08-06,89.36,89.95,89.28,89.95,580096553
1993-08-09,89.62,89.62,89.09,89.09,200932
1993-08-10,88.26,88.81,86.38,86.38,340028
1993-08-11,87.31,88.10,87.12,87.12,3116207
1993-08-12,85.35,86.20,85.35,85.75,3092513
1993-08-13,86.62,86.62,85.91,86.16,746415
1993-08-16,85.67,87.31,85.67,85.98,2090413
1993-08-17,85.47,85.97,85.47,85.97,855771
1993-08-18,86.00,87.60,86.00,87.60,1002083
1993-08-19,88.80,89.30,88.40,89.30,1203668
1993-08-20,89.79,91.22,89.46,90.72,1370291
1993-08-23,89.84,89.84,87.12,87.12,1290128
1993-08-24,88.23,89.56,88.23,89.56,78695
1993-08-25,89.32,89.32,86.89,87.15,60037
1993-08-26,86.54,86.75,85.86,85.86,25888
1993-08-27,86.53,86.53,85.08,85.08,101838
1993-08-30,85.45,86.19,84.92,84.92,30977
1993-08-31,85.60,86.31,85.60,85.86,25816
1993-09-01,85.63,85.63,84.10,84.10,1350124
1993-09-02,85.17,85.17,83.95,84.47,910354
1993-09-03,84.37,84.37,83.07,83.07,387041
1993-09-06,82.78,82.78,81.47,81.49,5686
1993-09-07,81.77,81.77,81.31,81.31,3358393
1993-09-08,80.92,80.92,80.68,80.68,4712936
1993-09-09,80.47,80.87,79.78,80.87,230089
1993-09-10,81.26,81.67,81.26,81.67,56421
1993-09-13,80.82,81.19,80.51,80.51,3934748
1993-09-14,80.31,81.13,80.31,80.46,2109920
1993-09-15,80.46,80.80,79.18,80.80,5454893
1993-09-16,81.15,82.54,81.15,82.54,17313
1993-09-17,82.56,84.89,82.56,84.21,17782
1993-09-20,83.68,86.72,83.68,86.16,868904
1993-09-21,85.18,87.63,84.96,87.63,363193
1993-09-22,87.04,87.20,87.04,87.20,5447990
1993-09-23,86.97,87.74,86.97,87.74,392095
1993-09-24,87.34,87.86,86.64,86.75,119975
1993-09-27,87.14,88.34,85.26,85.26,597197
1993-09-28,86.88,89.40,86.88,89.40,52898
1993-09-29,89.24,91.39,89.20,91.39,610682
1993-09-30,90.87,92.29,90.87,92.29,1857921
1993-10-01,92.43,92.43,89.08,89.08,1295219
1993-10-04,88.38,90.11,88.36,88.36,2042271
1993-10-05,88.98,88.98,87.56,87.56,7934955
1993-10-06,87.21,88.21,86.52,88.21,54187
1993-10-07,86.51,87.13,86.11,87.13,178462
1993-10-08,86.84,88.84,86.84,88.84,1234039
1993-10-11,89.59,90.85,89.59,89.96,159814
1993-10-12,89.32,89.32,86.27,86.27,1460
1993-10-13,85.22,86.12,85.22,85.25,112492417
1993-10-14,84.82,84.82,84.03,84.03,138691
1993-10-15,82.85,83.66,82.85,83.65,27676
1993-10-18,83.50,83.50,81.97,82.05,1646886
1993-10-19,82.60,82.90,82.52,82.52,761936
1993-10-20,81.63,81.63,78.64,78.64,4298690
1993-10-21,77.74,78.49,77.34,78.36,305720
1993-10-22,77.66,79.22,77.66,78.49,21817
1993-10-25,78.02,78.94,77.17,78.94,149723
1993-10-26,79.02,79.55,78.75,78.75,4872836
1993-10-27,78.75,79.46,77.82,77.82,138455
1993-10-28,77.30,77.30,75.62,76.81,3101819
1993-10-29,76.75,76.75,75.32,75.32,1228450
1993-11-01,73.83,73.83,73.15,73.15,181448
1993-11-02,72.83,73.90,72.83,73.05,598087
1993-11-03,73.43,74.72,73.43,74.44,296870
1993-11-04,74.27,74.53,73.58,74.09,46807
1993-11-05,75.02,75.34,74.08,74.08,2377
1993-11-08,73.73,74.51,73.48,74.51,22357
1993-11-09,73.87,74.95,73.87,74.59,484905
1993-11-10,75.54,76.68,75.54,76.68,240122
1993-11-11,77.22,77.73,76.17,76.17,155923
1993-11-12,76.17,76.17,74.78,74.78,687035
1993-11-15,73.66,73.66,71.19,71.19,205291
1993-11-16,70.54,70.76,69.87,70.76,793383
1993-11-17,71.29,73.67,71.17,72.12,998974
1993-11-18,71.15,71.15,70.38,70.38,471808
1993-11-19,68.95,70.64,68.44,70.64,1452948
1993-11-22,69.48,71.41,69.48,71.41,3065878
1993-11-23,71.37,71.85,71.37,71.85,399090
1993-11-24,71.87,71.94,71.15,71.45,96289
1993-11-25,72.06,72.17,71.53,71.72,9601993
1993-11-26,71.43,71.43,70.23,70.60,734578
1993-11-29,71.08,71.86,71.08,71.86,244619
1993-11-30,72.29,72.87,71.56,71.56,1135587
1993-12-01,72.98,72.98,72.67,72.67,135937
1993-12-02,71.70,71.70,71.17,71.20,12187687
1993-12-03,70.95,71.06,70.24,70.99,15596
1993-12-06,71.01,71.01,69.70,69.70,907801
1993-12-07,69.03,70.55,69.00,70.55,15058399
1993-12-08,70.52,70.52,68.72,68.95,598876
1993-12-09,69.08,70.18,69.08,70.18,5051796
1993-12-10,70.08,70.69,69.89,69.89,4108720
1993-12-13,69.67,69.70,68.54,68.54,744080
1993-12-14,68.94,69.63,68.94,69.63,562933
1993-12-15,68.94,68.94,68.35,68.79,41867
1993-12-16,68.88,68.88,67.49,67.49,2366691
1993-12-17,67.40,68.96,67.39,68.96,248892
1993-12-20,68.27,69.44,67.70,69.44,1270441
1993-12-21,69.38,71.63,69.36,71.63,16218518
1993-12-22,72.63,73.21,72.43,73.20,23531
1993-12-23,73.40,73.65,73.40,73.63,258946
1993-12-24,73.59,73.59,72.57,72.57,204909
1993-12-27,72.79,73.84,72.79,73.84,1297413
1993-12-28,72.96,72.96,69.27,69.27,370241
1993-12-29,69.37,71.00,69.37,70.42,2617351
1993-12-30,70.57,70.57,69.58,70.56,1398773
1993-12-31,70.18,70.85,69.20,70.85,426666
1994-01-03,70.14,71.84,70.14,71.62,113809
1994-01-04,72.79,72.81,71.53,71.58,1507361
1994-01-05,72.96,74.43,72.96,74.43,229848
1994-01-06,72.80,72.80,71.43,71.43,1477993
1994-01-07,71.24,72.27,71.24,71.38,209003
1994-01-10,72.00,72.25,71.21,72.25,484132
1994-01-11,73.31,73.65,72.57,72.57,1603901
1994-01-12,72.20,72.20,70.54,71.57,2437028
1994-01-13,70.63,71.16,70.27,70.40,116734
1994-01-14,70.28,71.04,69.99,71.04,73646
1994-01-17,71.47,73.03,71.47,71.70,848828
1994-01-18,72.00,72.00,71.24,71.25,1529847
1994-01-19,70.71,70.71,69.46,69.71,33496
1994-01-20,69.69,69.69,68.78,69.01,87182
1994-01-21,69.00,70.45,68.73,70.45,1201221
1994-01-24,69.88,69.88,68.76,69.10,3407592
1994-01-25,68.19,69.02,68.03,68.03,5883164
1994-01-26,66.98,68.41,66.98,67.94,242809
1994-01-27,67.93,67.93,67.50,67.50,30745
1994-01-28,67.21,67.23,66.13,66.13,128594
1994-01-31,66.94,66.94,66.42,66.42,7021
1994-02-01,65.78,67.45,65.78,67.45,315930
1994-02-02,67.79,67.79,66.78,66.78,1465213
1994-02-03,67.76,68.65,67.68,68.65,430324
1994-02-04,68.29,68.29,66.60,66.60,19553
1994-02-07,66.72,67.45,66.18,67.45,2590303
1994-02-08,67.08,68.42,67.08,68.42,1289583
1994-02-09,67.92,67.92,66.65,66.65,1193478
1994-02-10,66.61,68.30,66.61,68.30,1490038
1994-02-11,68.29,68.29,67.54,67.54,128722
1994-02-14,67.16,67.46,66.53,67.46,37863
1994-02-15,67.11,67.69,66.45,66.45,8794469
1994-02-16,67.01,67.29,66.92,67.10,9607
1994-02-17,65.86,65.86,65.54,65.54,193652
1994-02-18,65.40,65.40,64.48,64.59,1340768
1994-02-21,64.53,66.21,64.53,66.21,31486
1994-02-22,66.50,66.50,66.07,66.17,1633594
1994-02-23,66.25,67.22,65.73,67.22,1543034
1994-02-24,68.69,69.60,68.67,69.60,1182826
1994-02-25,69.68,69.68,68.44,68.89,738744
1994-02-28,69.66,69.66,67.94,67.94,96054317
1994-03-01,66.97,66.97,65.31,65.64,13230657
1994-03-02,65.26,65.56,64.54,64.70,1662377
1994-03-03,64.12,64.18,64.01,64.17,178154
1994-03-04,64.47,64.47,62.78,62.78,1992673
1994-03-07,62.36,64.01,62.36,64.01,4644819
1994-03-08,64.06,64.06,63.72,64.02,251987
1994-03-09,64.39,64.39,62.84,63.34,516688
1994-03-10,62.63,62.63,61.71,61.71,738169
1994-03-11,62.75,63.39,62.32,63.39,299526
1994-03-14,63.95,65.01,63.95,64.58,1854405
1994-03-15,65.15,66.01,65.15,65.75,3235460
1994-03-16,65.29,67.72,65.29,67.72,401083
1994-03-17,67.76,67.76,67.03,67.10,363408
1994-03-18,67.14,67.14,64.95,64.95,1110481
1994-03-21,66.09,66.09,65.71,65.71,1660690
1994-03-22,65.14,65.14,63.96,63.96,86162
1994-03-23,64.87,64.87,64.22,64.45,3339549
1994-03-24,62.96,63.89,62.96,63.35,122827
1994-03-25,63.50,64.33,63.50,64.33,1356159
1994-03-28,64.91,65.98,64.81,65.98,83591
1994-03-29,66.80,66.80,65.42,66.18,470585
1994-03-30,66.73,67.71,66.73,66.95,26310545
1994-03-31,66.65,66.77,65.84,65.84,102213
1994-04-01,65.41,65.41,62.96,62.96,5594668
1994-04-04,62.36,63.59,62.36,62.71,313988
1994-04-05,62.52,62.52,61.20,61.98,102478
1994-04-06,61.42,61.49,61.12,61.12,1557414
1994-04-07,60.66,61.53,60.66,61.53,9091771
1994-04-08,60.96,62.37,60.96,62.37,50790
1994-04-11,61.23,61.81,61.23,61.81,1397384
1994-04-12,61.35,61.35,60.96,60.96,167703
1994-04-13,60.51,60.51,59.22,59.22,558132
1994-04-14,58.75,62.44,58.75,62.44,1759622
1994-04-15,62.64,63.56,62.64,63.03,3103747
1994-04-18,63.79,64.85,63.79,64.85,489356
1994-04-19,64.54,64.54,63.54,64.30,250539
1994-04-20,64.41,64.80,64.29,64.29,1128711
1994-04-21,64.03,64.69,63.83,64.69,268470
1994-04-22,64.06,64.71,63.49,63.49,1242858
1994-04-25,64.49,64.49,62.18,62.18,1129421
1994-04-26,61.73,61.79,61.20,61.79,1496650
1994-04-27,62.22,62.64,62.22,62.42,628532
1994-04-28,62.52,63.36,62.52,62.58,1149944
1994-04-29,61.83,61.83,60.76,61.12,387631
1994-05-02,62.52,63.46,62.20,63.23,115322
1994-05-03,62.48,64.81,62.48,64.81,20926
1994-05-04,65.95,67.07,65.34,67.07,1026595
1994-05-05,65.95,65.95,64.78,64.78,3043786
1994-05-06,64.14,64.33,63.98,64.15,847185
1994-05-09,63.09,63.87,63.07,63.87,680534
1994-05-10,64.34,64.34,63.28,64.33,78347
1994-05-11,64.26,64.46,63.47,63.47,241887
1994-05-12,63.05,63.37,62.54,63.37,767922
1994-05-13,63.03,63.53,62.81,62.81,133240
1994-05-16,62.56,62.56,61.37,61.37,834492
1994-05-17,61.25,61.87,61.12,61.12,1809152
1994-05-18,61.64,61.79,61.32,61.42,2057927
1994-05-19,61.75,62.70,61.69,62.70,11126898
1994-05-20,63.50,65.37,63.50,65.37,1786184
1994-05-23,65.83,66.28,65.28,65.28,10276
1994-05-24,65.63,67.99,65.63,67.99,2553254
1994-05-25,67.69,68.46,66.82,66.82,2014266
1994-05-26,66.61,67.17,66.48,67.17,1470412
1994-05-27,66.93,67.46,66.93,67.46,444012
1994-05-30,66.95,66.95,66.37,66.37,73835
1994-05-31,66.11,67.39,66.11,67.38,122584
1994-06-01,68.65,69.42,68.65,69.06,340575
1994-06-02,68.63,68.95,67.97,68.95,8783
1994-06-03,69.53,70.47,69.53,70.46,606638
1994-06-06,70.22,70.22,69.56,69.87,1196761
1994-06-07,70.18,70.31,68.54,68.54,1076366
1994-06-08,69.85,70.87,68.67,68.67,1675341
1994-06-09,68.75,68.75,67.51,68.52,123838
1994-06-10,68.65,68.65,66.72,66.72,18505
1994-06-13,66.95,67.40,66.55,67.40,2697483
1994-06-14,68.09,68.95,66.82,66.82,504001
1994-06-15,67.78,67.93,66.88,66.88,184165
1994-06-16,67.52,68.73,67.52,68.73,350885
1994-06-17,69.55,70.48,69.38,70.48,8367823
1994-06-20,70.50,71.37,70.30,71.37,310287
1994-06-21,71.51,71.61,70.29,71.40,67380
1994-06-22,72.15,72.15,71.55,71.59,9318233
1994-06-23,72.71,72.71,72.50,72.67,213084
1994-06-24,73.51,73.51,72.08,72.08,60262
1994-06-27,71.87,72.52,71.87,72.23,13092
1994-06-28,72.95,73.84,72.95,73.84,152923
1994-06-29,73.63,73.63,73.43,73.55,261247
1994-06-30,74.71,74.95,74.36,74.95,137328
1994-07-01,74.67,76.35,74.67,76.35,221822
1994-07-04,74.65,75.39,73.23,73.23,339659
1994-07-05,74.40,75.40,74.25,75.40,2607001
1994-07-06,74.65,75.04,73.75,75.04,353425
1994-07-07,75.04,75.66,73.56,75.66,1185726
1994-07-08,76.19,77.61,76.19,77.61,913601
1994-07-11,76.73,76.73,75.77,76.46,3347037
1994-07-12,78.02,78.25,76.77,76.77,423377
1994-07-13,77.30,77.30,75.33,75.33,251314
1994-07-14,73.63,74.15,73.08,73.08,783990
1994-07-15,73.38,73.38,71.12,71.12,168581
1994-07-18,70.85,70.85,68.71,68.71,921875
1994-07-19,68.31,68.61,67.72,68.61,14065624
1994-07-20,69.11,69.11,67.70,67.70,463212
1994-07-21,67.18,67.18,65.60,65.60,1667975
1994-07-22,66.26,68.74,66.26,68.74,47506
1994-07-25,68.80,69.10,68.14,68.14,1627452
1994-07-26,68.36,71.73,68.36,71.73,392975
1994-07-27,71.49,71.49,69.55,69.55,369835
1994-07-28,69.71,69.83,68.97,68.97,4637062
1994-07-29,69.01,69.35,68.24,69.07,497088
1994-08-01,69.50,69.86,69.30,69.72,162323
1994-08-02,70.38,70.38,69.01,69.66,257013
1994-08-03,70.29,70.29,68.74,69.21,322766
1994-08-04,69.53,69.58,69.16,69.16,9363
1994-08-05,67.90,68.15,67.54,68.15,1441693
1994-08-08,68.37,68.37,66.48,67.10,202073
1994-08-09,67.13,68.16,67.13,68.16,106061
1994-08-10,68.71,70.02,68.71,68.94,1978769
1994-08-11,68.20,68.70,68.05,68.70,670119
1994-08-12,68.02,70.25,68.02,70.21,26109
1994-08-15,69.66,69.70,69.05,69.06,1312044
1994-08-16,69.62,70.72,69.49,69.49,323229
1994-08-17,69.85,69.94,68.87,68.87,5648586
1994-08-18,67.80,68.53,67.80,68.53,174166
1994-08-19,67.26,68.20,67.26,68.14,108629
1994-08-22,68.15,68.62,67.23,68.62,342412
1994-08-23,68.18,68.41,67.71,68.16,5541
1994-08-24,68.36,68.36,68.06,68.18,70204
1994-08-25,68.06,68.46,67.25,67.25,216762
1994-08-26,67.02,67.19,66.18,66.18,685535
1994-08-29,65.91,66.35,65.91,66.10,155558
1994-08-30,66.63,67.51,66.63,67.51,794551
1994-08-31,67.82,68.02,67.00,67.66,3703504
1994-09-01,68.25,68.25,66.94,67.40,438392
1994-09-02,66.94,67.17,66.87,67.12,536181
1994-09-05,65.83,67.11,65.83,67.11,853855
1994-09-06,67.02,68.08,67.02,67.57,129289
1994-09-07,67.12,67.72,67.12,67.38,326772
1994-09-08,68.04,68.23,67.65,68.23,334841
1994-09-09,67.84,67.84,66.66,66.66,56101
1994-09-12,68.25,68.39,67.95,68.39,137917
1994-09-13,67.80,68.45,67.54,67.54,176168
1994-09-14,68.44,68.44,67.39,67.39,2846696
1994-09-15,68.07,68.07,66.88,66.88,1078507
1994-09-16,67.93,68.24,67.37,67.37,95976
1994-09-19,68.13,68.13,67.43,67.60,933934
1994-09-20,67.27,68.07,67.27,68.07,55687
1994-09-21,68.00,68.47,68.00,68.47,467504
1994-09-22,68.75,69.91,68.75,69.91,141743
1994-09-23,70.81,70.81,69.95,69.95,4326620
1994-09-26,69.33,69.33,67.87,68.22,8866991
1994-09-27,68.17,69.52,68.17,69.52,221546
1994-09-28,69.44,69.44,67.90,68.72,3594876
1994-09-29,69.48,70.32,69.48,69.68,32854
1994-09-30,69.18,69.18,67.00,67.00,2701358
1994-10-03,66.82,66.82,65.02,65.02,1700178
1994-10-04,64.69,64.84,64.06,64.84,552037
1994-10-05,65.03,65.46,64.89,65.44,65253
1994-10-06,65.44,65.44,62.74,63.10,220932
1994-10-07,62.71,62.90,62.23,62.90,454853
1994-10-10,63.63,64.91,63.54,64.25,60678
1994-10-11,64.38,66.02,64.25,64.88,335404
1994-10-12,64.09,65.26,64.09,64.26,1034482
1994-10-13,64.32,65.85,64.32,65.85,444013
1994-10-14,65.82,65.82,63.81,63.81,845990
1994-10-17,62.96,63.03,62.34,62.34,268074
1994-10-18,62.13,62.93,62.13,62.93,3713623
1994-10-19,62.95,62.95,61.55,61.55,173462
1994-10-20,61.30,61.87,61.30,61.84,3108843
1994-10-21,60.87,62.31,60.87,62.21,107585
1994-10-24,62.00,62.00,59.90,60.28,120961
1994-10-25,60.51,61.94,60.26,61.94,1424362
1994-10-26,62.73,63.46,62.48,62.48,52466
1994-10-27,62.08,62.08,61.47,61.74,31986
1994-10-28,61.83,63.22,61.83,63.22,114630
1994-10-31,62.70,62.70,61.34,61.34,86533
1994-11-01,60.83,61.53,60.83,61.42,238449
1994-11-02,60.90,61.20,59.01,59.01,143435
1994-11-03,59.21,59.46,59.01,59.01,422250
1994-11-04,59.36,59.56,58.64,59.02,2431601
1994-11-07,59.41,59.98,59.35,59.98,308956
1994-11-08,60.09,61.20,60.09,61.20,629869
1994-11-09,61.85,62.65,61.68,61.68,3751941
1994-11-10,62.54,62.54,61.30,61.76,1211724
1994-11-11,61.79,62.39,61.18,61.78,4919816
1994-11-14,61.52,61.52,58.91,58.91,123445
1994-11-15,58.38,58.98,57.22,57.22,9530
1994-11-16,57.29,57.55,57.20,57.43,458777
1994-11-17,56.79,57.21,56.70,57.21,194437
1994-11-18,57.51,57.98,57.33,57.33,255796
1994-11-21,57.58,58.03,57.53,58.03,2780677
1994-11-22,57.82,57.82,57.59,57.66,1608929
1994-11-23,57.82,59.07,57.82,58.70,151717
1994-11-24,58.91,59.14,58.58,58.58,346674
1994-11-25,59.35,59.35,57.16,57.16,698285
1994-11-28,57.80,58.25,57.52,57.86,1246822
1994-11-29,57.79,57.98,57.43,57.84,120519
1994-11-30,56.60,56.60,56.13,56.13,308744
1994-12-01,56.13,56.75,55.60,55.60,990520
1994-12-02,55.50,56.61,55.35,56.61,174548
1994-12-05,56.74,57.50,56.74,57.49,843977
1994-12-06,57.83,57.83,56.80,56.80,3125454
1994-12-07,56.27,57.02,56.21,57.02,75199
1994-12-08,56.81,57.16,56.75,56.75,90284
1994-12-09,58.56,59.55,58.56,58.76,6905
1994-12-12,58.09,58.09,56.22,56.22,26961
1994-12-13,56.61,57.86,56.61,57.42,1860535
1994-12-14,57.48,57.48,55.65,56.06,90993
1994-12-15,55.69,55.69,54.17,54.17,1341942
1994-12-16,54.43,54.98,54.43,54.98,2426516
1994-12-19,54.70,54.72,53.41,53.56,2241239
1994-12-20,53.58,54.40,53.21,54.40,376113
1994-12-21,54.14,54.14,52.81,52.81,890810
1994-12-22,52.26,52.26,51.55,51.90,719137
1994-12-23,51.98,52.19,51.98,52.19,1263946
1994-12-26,52.15,52.15,51.24,51.24,213440
1994-12-27,51.27,51.96,51.27,51.96,516058
1994-12-28,51.77,52.51,51.76,52.03,4143031
1994-12-29,50.94,51.21,50.94,51.14,1180664
1994-12-30,50.65,50.65,50.47,50.47,342500
1995-01-02,50.29,50.62,50.06,50.62,958888
1995-01-03,50.58,50.58,49.92,49.92,145207
1995-01-04,49.49,49.49,49.08,49.08,1184504
1995-01-05,48.55,48.66,48.27,48.64,3145562
1995-01-06,48.03,49.25,48.03,49.25,311931
1995-01-09,48.66,49.38,48.65,48.90,1145922
1995-01-10,48.89,48.89,47.95,47.95,197799
1995-01-11,48.20,49.40,48.20,49.23,3034950
1995-01-12,48.96,49.25,48.96,49.08,353017
