date,open,high,low,close,volume
1993-04-01,95.26,95.26,92.21,92.21,1134454
1993-04-02,91.87,93.74,91.87,93.74,4730377
1993-04-05,94.53,94.53,92.43,92.43,4298665
1993-04-06,91.35,91.35,90.62,90.77,362193
1993-04-07,90.13,90.13,88.41,88.52,408218
1993-04-08,87.31,88.25,87.31,88.13,782149
1993-04-09,87.42,87.80,86.20,86.20,214934
1993-04-12,86.09,86.71,85.12,86.02,555817
1993-04-13,85.45,85.55,83.88,83.88,825475
1993-04-14,83.95,83.95,82.34,83.13,123007
1993-04-15,83.32,83.92,83.32,83.92,1509275
1993-04-16,83.05,84.56,83.05,84.35,363819
1993-04-19,84.72,85.01,84.11,84.61,4354512
1993-04-20,85.77,87.15,85.52,87.15,422286
1993-04-21,87.21,87.26,86.11,86.11,3594795
1993-04-22,86.87,87.14,85.99,86.85,1297009
1993-04-23,86.59,87.56,86.43,86.61,1455463
1993-04-26,86.65,87.32,86.65,87.01,90108
1993-04-27,85.94,85.94,85.54,85.84,518182
1993-04-28,85.78,85.78,84.54,84.54,447763
1993-04-29,84.56,85.74,84.56,85.38,454119
1993-04-30,85.45,88.11,85.45,88.11,724945
1993-05-03,87.20,88.83,85.55,88.83,1266726
1993-05-04,89.08,91.59,89.08,91.59,791227
1993-05-05,93.94,94.64,93.63,94.63,389818
1993-05-06,95.12,95.12,94.05,94.55,3018051
1993-05-07,95.54,97.28,95.54,96.61,307230
1993-05-10,95.59,97.32,95.59,97.32,519886
1993-05-11,95.56,95.56,93.77,93.77,105659
1993-05-12,93.71,93.76,91.90,91.90,218417
1993-05-13,93.07,94.37,92.58,92.79,5046670
1993-05-14,93.85,94.37,93.24,94.37,976914
1993-05-17,93.66,96.78,93.66,96.78,1337299
1993-05-18,97.57,99.14,97.42,99.14,145832
1993-05-19,100.05,100.43,98.04,98.04,513984
1993-05-20,98.98,99.76,98.77,98.77,804742
1993-05-21,98.25,98.43,95.82,95.82,63174
1993-05-24,96.19,97.21,95.45,97.21,252559
1993-05-25,97.38,97.38,96.57,96.57,1212029
1993-05-26,97.37,97.37,94.89,94.89,1849649
1993-05-27,95.14,97.15,95.14,97.15,1405324
1993-05-28,95.61,96.17,94.31,94.43,2065672
1993-05-31,93.48,94.33,93.48,93.84,6630398
1993-06-01,93.51,94.18,93.26,93.75,89111
1993-06-02,92.91,92.91,91.17,91.17,550476
1993-06-03,89.57,91.10,89.57,91.10,199993
1993-06-04,89.45,90.71,89.45,90.61,7242295
1993-06-07,89.76,90.96,89.67,90.38,47219
1993-06-08,89.73,90.79,89.73,90.72,389885
1993-06-09,89.64,91.03,89.64,90.25,376109
1993-06-10,90.37,90.37,87.77,87.77,1990893
1993-06-11,86.72,87.49,86.72,87.20,651720
1993-06-14,87.67,87.67,87.06,87.50,174134
1993-06-15,87.13,87.13,84.91,85.76,2930312
1993-06-16,85.37,86.17,84.92,86.17,1438942
1993-06-17,85.30,85.30,83.59,84.72,680604
1993-06-18,83.86,85.66,83.86,84.89,27396
1993-06-21,84.59,85.67,84.59,85.67,22833
1993-06-22,85.31,86.06,85.13,86.06,13619
1993-06-23,86.25,86.25,85.31,85.32,37264
1993-06-24,84.18,85.63,84.18,85.30,1227719
1993-06-25,85.36,85.36,82.70,82.70,1926126
1993-06-28,82.30,82.30,80.11,80.11,72458
1993-06-29,80.75,80.75,77.08,77.08,332962
1993-06-30,77.08,77.08,74.55,74.97,61968
1993-07-01,75.68,76.55,75.68,76.53,787335
1993-07-02,77.24,78.64,77.24,78.57,25287
1993-07-05,78.84,78.84,77.55,77.55,1447383
1993-07-06,75.60,75.60,74.95,75.54,260905
1993-07-07,75.99,78.02,75.36,78.02,1779207
1993-07-08,78.22,78.22,77.29,77.57,258443
1993-07-09,78.10,78.10,77.10,77.10,903463
1993-07-12,77.37,77.37,76.64,76.77,343224
1993-07-13,76.83,78.37,76.53,76.74,735955
1993-07-14,76.40,76.40,75.44,75.83,54422
1993-07-15,75.94,76.69,75.55,76.69,1018354
1993-07-16,77.42,79.05,77.42,79.05,1324066
1993-07-19,79.02,79.74,78.13,79.74,36487
1993-07-20,79.96,80.37,79.61,79.83,208420
1993-07-21,80.76,82.09,80.76,82.09,3353656
1993-07-22,81.61,82.48,81.61,82.37,268115
1993-07-23,81.37,83.19,81.08,83.19,195031
1993-07-26,83.66,84.48,82.94,84.48,3125810
1993-07-27,82.99,84.42,82.86,83.45,55238
1993-07-28,85.42,85.42,84.43,84.52,494781
1993-07-29,83.30,84.42,83.30,84.42,665020
1993-07-30,82.76,83.32,82.29,82.29,745504
1993-08-02,82.37,82.37,80.72,80.72,874017
1993-08-03,80.54,83.56,80.54,83.56,1089891
1993-08-04,83.03,83.03,81.77,82.28,222950
1993-08-05,83.12,83.12,82.86,82.86,131018
1993-08-06,81.52,82.38,81.19,82.38,193229
1993-08-09,83.50,84.25,83.30,83.75,357386
1993-08-10,83.74,85.60,83.74,85.17,1243539
1993-08-11,85.02,85.21,84.41,84.92,330268
1993-08-12,85.46,90.17,85.46,90.17,1434183
1993-08-13,90.28,90.54,90.03,90.03,570118
1993-08-16,91.01,91.01,88.82,89.05,191605
1993-08-17,89.39,91.09,89.39,91.09,1014313
1993-08-18,92.05,92.05,89.99,90.76,1562862
1993-08-19,91.02,91.02,89.74,90.10,298069
1993-08-20,89.72,89.72,88.72,88.99,1498672
1993-08-23,89.27,89.59,88.46,88.46,224059
1993-08-24,88.29,88.67,86.23,86.23,992905
1993-08-25,87.12,87.86,86.91,87.84,518803
1993-08-26,86.85,86.96,85.79,86.35,294614
1993-08-27,87.09,87.11,85.06,85.06,2131851
1993-08-30,84.85,86.77,84.85,86.77,228765
1993-08-31,85.41,85.41,84.53,84.76,2953207
1993-09-01,86.47,88.69,86.47,88.69,936605
1993-09-02,89.98,89.98,86.78,86.78,196982
1993-09-03,87.16,87.24,87.08,87.09,595937
1993-09-06,86.53,86.76,85.66,85.66,290490
1993-09-07,86.34,86.34,84.22,84.58,2859804
1993-09-08,84.26,85.30,84.25,84.25,214085
1993-09-09,84.42,86.58,84.42,85.82,501136
1993-09-10,86.49,86.49,84.98,84.98,2339377
1993-09-13,85.26,85.80,85.26,85.33,46690
1993-09-14,85.65,86.15,84.74,84.74,3069705
1993-09-15,84.77,84.77,83.26,83.26,990256
1993-09-16,83.20,83.20,81.15,81.51,179372
1993-09-17,83.08,84.32,83.08,84.32,1022588
1993-09-20,84.84,84.84,83.55,83.55,1479797
1993-09-21,83.69,83.87,82.64,82.64,1571986
1993-09-22,83.48,83.76,83.24,83.35,324475
1993-09-23,83.26,83.91,83.26,83.91,20575
1993-09-24,84.42,84.42,83.94,83.94,214930
1993-09-27,85.25,85.25,84.66,84.79,188064
1993-09-28,84.84,85.21,84.75,85.21,416131
1993-09-29,85.96,85.96,85.16,85.43,335027
1993-09-30,86.81,86.81,85.79,85.95,175740
1993-10-01,84.73,86.64,84.73,86.52,340097
1993-10-04,85.75,85.75,85.32,85.32,60690
1993-10-05,86.50,86.50,84.50,84.50,200103
1993-10-06,82.94,83.79,81.82,81.82,918390
1993-10-07,82.11,84.27,82.11,84.27,680345
1993-10-08,85.03,86.31,83.89,86.31,511732
1993-10-11,85.37,86.19,84.91,86.19,4459603
1993-10-12,85.83,87.16,85.83,86.89,355468
1993-10-13,86.66,86.66,84.63,84.63,641527
1993-10-14,84.18,84.18,83.16,83.16,33267
1993-10-15,83.35,83.35,82.28,82.52,347942
1993-10-18,82.20,84.17,82.20,83.19,389708
1993-10-19,83.67,84.18,83.12,83.76,1158624
1993-10-20,85.23,86.57,85.23,85.54,69339
1993-10-21,85.63,86.34,84.98,86.34,2060353
1993-10-22,86.81,86.81,85.83,86.25,31216
1993-10-25,86.82,88.91,86.82,88.91,8097
1993-10-26,88.23,88.80,87.92,88.80,577982
1993-10-27,89.03,89.03,87.27,87.50,1512217
1993-10-28,88.11,90.98,88.11,90.98,17386758
1993-10-29,92.61,94.50,92.61,94.50,707779
1993-11-01,95.71,95.71,91.97,91.97,234282
1993-11-02,90.57,92.29,90.57,91.67,139428
1993-11-03,91.55,92.15,91.34,91.40,1368968
1993-11-04,91.87,91.87,90.59,90.78,1628465
1993-11-05,90.53,91.13,90.13,90.13,1076321
1993-11-08,90.79,90.79,87.46,88.77,24302
1993-11-09,89.92,91.93,89.92,91.93,30974
1993-11-10,91.75,91.85,89.47,89.47,1069952
1993-11-11,87.87,87.87,84.97,84.97,3398945
1993-11-12,84.66,88.08,84.66,88.08,62443
1993-11-15,87.20,87.30,86.14,86.14,54097
1993-11-16,86.36,88.39,86.36,87.15,428769
1993-11-17,85.26,85.51,83.94,83.94,1505229
1993-11-18,82.91,82.91,81.91,81.91,9186283
1993-11-19,82.78,82.78,82.50,82.51,3229955
1993-11-22,82.35,83.90,82.27,82.27,325628
1993-11-23,82.55,83.28,82.36,83.28,196144
1993-11-24,83.84,83.84,82.03,83.15,814786
1993-11-25,82.41,82.76,81.56,81.56,135098
1993-11-26,81.86,82.23,81.86,82.23,2413632
1993-11-29,82.47,82.47,80.52,80.52,4042211
1993-11-30,81.49,81.49,79.92,81.05,27655830
1993-12-01,81.93,82.90,81.93,82.58,86584
1993-12-02,81.69,83.39,81.69,82.85,907993
1993-12-03,83.93,83.93,81.30,81.30,53353
1993-12-06,80.96,80.96,80.16,80.96,21611
1993-12-07,81.16,81.35,80.53,80.53,965276
1993-12-08,80.62,81.61,80.62,81.61,3257601
1993-12-09,81.78,82.29,81.12,81.12,1457014
1993-12-10,81.29,81.35,80.93,81.35,188405
1993-12-13,82.60,83.61,81.53,81.53,2311235
1993-12-14,80.44,82.09,80.44,81.36,375507
1993-12-15,81.23,81.33,80.86,81.14,164327
1993-12-16,81.44,81.83,80.98,80.98,371406
1993-12-17,80.53,80.91,80.14,80.14,4189828
1993-12-20,78.97,81.92,78.97,81.92,448190
1993-12-21,82.51,83.27,82.51,83.27,1977560
1993-12-22,84.22,84.22,82.53,83.43,170872
1993-12-23,83.06,85.12,83.06,85.12,16292693
1993-12-24,85.68,87.43,85.67,87.43,1576863
1993-12-27,86.40,88.10,86.40,87.63,953739
1993-12-28,88.08,88.08,86.04,86.04,1229953
1993-12-29,86.10,86.71,86.10,86.70,1253826
1993-12-30,85.11,85.78,85.03,85.03,2830927
1993-12-31,86.58,86.81,84.37,84.37,740514
1994-01-03,84.67,84.73,84.43,84.59,1266803
1994-01-04,83.76,84.66,83.75,83.98,264472
1994-01-05,83.98,83.98,82.43,82.89,663088
1994-01-06,83.90,84.11,82.27,82.27,233050
1994-01-07,83.50,83.50,81.56,81.56,1099589
1994-01-10,81.68,82.50,81.00,81.00,3880045
1994-01-11,81.13,81.13,80.12,80.40,4452226
1994-01-12,80.85,83.05,80.85,82.72,10227321
1994-01-13,82.20,82.20,81.23,81.23,1381224
1994-01-14,81.39,82.03,81.11,82.03,739931
1994-01-17,82.99,83.37,82.99,83.37,460066
1994-01-18,81.94,82.47,81.94,82.21,22769063
1994-01-19,80.98,80.98,78.99,79.31,203463
1994-01-20,78.15,78.15,77.04,77.04,71501
1994-01-21,77.93,79.71,77.93,78.58,295155
1994-01-24,78.97,78.97,75.56,75.56,174752
1994-01-25,75.68,76.59,74.91,76.59,141200
1994-01-26,77.56,77.77,74.61,74.61,317695
1994-01-27,73.09,73.49,72.77,72.77,516601
1994-01-28,72.84,73.28,72.72,72.72,649784
1994-01-31,72.37,72.37,69.86,70.11,87533
1994-02-01,70.66,71.66,70.66,70.82,315528
1994-02-02,69.69,70.25,69.69,70.25,207253
1994-02-03,69.84,70.07,69.50,69.74,19984
1994-02-04,69.28,69.45,68.17,68.17,2125124
1994-02-07,68.14,68.14,66.76,66.86,779823
1994-02-08,67.62,67.62,66.82,66.82,2043713
1994-02-09,67.24,67.71,67.19,67.19,161326
1994-02-10,66.84,67.37,66.84,67.37,793195
1994-02-11,68.72,68.98,68.00,68.85,182335
1994-02-14,68.31,71.38,68.31,71.38,770303
1994-02-15,71.91,72.06,71.81,71.89,332079
1994-02-16,72.00,72.24,71.31,71.31,52464
1994-02-17,72.44,72.99,71.54,71.54,1442551
1994-02-18,71.46,72.38,71.46,72.27,435975
1994-02-21,71.43,72.26,71.43,71.81,380015
1994-02-22,70.75,72.30,70.75,72.30,9072386
1994-02-23,73.03,73.03,71.75,72.84,1326154
1994-02-24,72.39,73.61,72.39,73.61,668418
1994-02-25,73.82,73.82,73.42,73.52,1432609
1994-02-28,72.27,73.52,72.27,73.52,1196415
1994-03-01,74.55,75.23,74.55,74.92,5086012
1994-03-02,75.74,76.08,75.29,76.08,991022
1994-03-03,76.58,76.58,73.88,73.88,269695
1994-03-04,74.36,74.36,73.66,73.66,914606
1994-03-07,73.16,73.19,72.26,72.51,396707
1994-03-08,70.66,72.11,70.15,72.11,107316
1994-03-09,71.15,71.15,69.74,69.74,1669992
1994-03-10,70.65,71.73,70.65,71.70,716968
1994-03-11,72.34,72.34,71.10,71.10,2886226
1994-03-14,70.75,71.46,70.57,71.46,215635
1994-03-15,71.22,71.47,71.00,71.45,2735431
1994-03-16,71.83,71.93,71.59,71.59,1268573
1994-03-17,71.62,73.81,71.62,73.81,25365
1994-03-18,75.40,75.40,74.84,74.84,3043695
1994-03-21,75.32,76.90,75.32,76.90,656724
1994-03-22,76.86,77.03,75.41,77.03,874509
1994-03-23,77.47,77.99,77.01,77.01,643989
1994-03-24,77.66,78.96,77.66,78.87,4287080
1994-03-25,78.65,78.95,77.10,78.00,500927
1994-03-28,79.20,79.20,77.90,78.15,2007010
1994-03-29,77.67,77.67,76.27,76.79,11968951
1994-03-30,77.30,77.30,74.91,74.91,605112
1994-03-31,74.87,74.87,73.69,73.69,50953
1994-04-01,73.31,73.96,73.31,73.96,1044022
1994-04-04,74.26,74.71,73.00,73.85,335260
1994-04-05,72.67,73.19,71.43,71.43,7943
1994-04-06,70.65,71.18,69.48,69.48,535055
1994-04-07,70.10,70.10,69.65,69.77,325421
1994-04-08,68.06,69.36,67.73,69.36,346937
1994-04-11,69.95,70.62,69.95,70.15,410287
1994-04-12,70.71,70.71,69.19,69.75,553551
1994-04-13,70.69,71.24,70.10,71.24,545173
1994-04-14,71.40,71.40,70.78,71.09,2149479
1994-04-15,72.21,72.21,70.87,70.87,61045
1994-04-18,70.85,71.54,70.31,71.54,2059423
1994-04-19,71.99,72.71,71.92,72.71,182107
1994-04-20,72.55,72.96,72.13,72.13,61654
1994-04-21,73.09,77.15,73.09,77.15,1622793
1994-04-22,76.93,77.62,76.93,77.62,2459296
1994-04-25,78.36,79.95,78.36,79.95,1090904
1994-04-26,81.20,81.20,80.13,80.13,15970900
1994-04-27,80.70,80.72,80.35,80.35,373082
1994-04-28,79.19,79.77,79.06,79.58,1132045
1994-04-29,78.08,78.26,77.25,77.38,2013906
1994-05-02,78.69,79.68,78.45,78.45,1039772
1994-05-03,76.80,78.49,76.58,78.49,195040
1994-05-04,79.43,80.57,79.43,80.57,21753928
1994-05-05,79.78,79.78,77.99,78.36,1411982
1994-05-06,78.05,79.95,78.05,79.95,1146762
1994-05-09,79.94,82.09,79.94,82.09,899010
1994-05-10,81.21,81.21,79.90,79.95,2335
1994-05-11,78.33,79.87,78.33,78.48,1150711
1994-05-12,78.91,79.42,78.01,78.01,56233
1994-05-13,77.56,77.56,75.05,75.96,22733
1994-05-16,77.13,78.45,76.32,77.24,767108
1994-05-17,77.45,77.92,77.33,77.72,6164
1994-05-18,78.96,80.99,78.96,80.19,357914
1994-05-19,80.37,80.99,80.26,80.26,339319
1994-05-20,79.55,80.20,79.42,79.42,952869
1994-05-23,79.04,79.04,77.51,77.51,141369
1994-05-24,78.75,79.45,78.75,79.32,147073
1994-05-25,78.78,78.78,77.44,77.96,1850350
1994-05-26,77.04,77.65,76.81,76.81,6128818
1994-05-27,78.19,79.05,78.19,78.41,1482572
1994-05-30,78.20,78.49,77.89,77.89,1440442
1994-05-31,77.68,78.31,77.59,78.31,378401
1994-06-01,78.93,79.60,78.93,79.25,941257
1994-06-02,78.06,78.98,78.06,78.98,20101
1994-06-03,79.11,79.91,79.11,79.31,1874841
1994-06-06,79.64,79.64,77.93,78.34,609419
1994-06-07,78.31,79.99,78.31,79.18,606609
1994-06-08,79.52,79.52,78.79,78.79,736847
1994-06-09,79.40,80.41,79.40,80.37,2096099
1994-06-10,79.80,79.80,79.26,79.26,65117
1994-06-13,79.27,81.15,79.27,81.10,146326
1994-06-14,81.39,82.36,81.39,82.36,152934
1994-06-15,83.33,84.54,83.33,84.31,172763
1994-06-16,84.74,84.85,83.81,83.81,21624
1994-06-17,84.83,84.91,84.37,84.69,3164893
1994-06-20,85.55,87.60,85.55,87.60,4676915
1994-06-21,86.95,86.95,85.33,85.33,461464
1994-06-22,85.15,86.59,85.15,86.22,2423207
1994-06-23,86.86,87.02,86.50,86.50,713406
1994-06-24,85.25,87.87,85.25,87.87,11520753
1994-06-27,87.58,87.60,85.87,87.60,1525323
1994-06-28,88.91,88.91,87.50,88.00,123223
1994-06-29,88.80,89.54,88.50,89.22,700304
1994-06-30,88.46,90.25,88.46,90.25,1165036
1994-07-01,90.49,92.72,90.49,92.72,2474052
1994-07-04,92.20,92.20,90.90,90.90,1086996
1994-07-05,90.47,90.47,88.41,89.11,194848
1994-07-06,90.14,91.76,89.85,91.76,77263
1994-07-07,91.68,92.43,91.55,92.43,375936
1994-07-08,92.12,92.12,89.36,89.36,1727145
1994-07-11,90.33,93.70,90.33,93.70,372532
1994-07-12,93.44,93.44,90.99,90.99,192792
1994-07-13,90.70,90.81,89.36,89.36,110565
1994-07-14,90.26,90.26,88.54,88.54,2497640
1994-07-15,86.90,90.05,86.90,90.05,1336528
1994-07-18,89.18,91.59,89.18,90.27,53838
1994-07-19,88.24,90.09,88.24,90.09,836184
1994-07-20,89.44,90.11,88.74,90.11,621310
1994-07-21,89.74,90.10,89.13,89.13,387670
1994-07-22,89.18,89.18,87.42,87.42,1840321
1994-07-25,86.82,86.82,83.79,83.79,51347
1994-07-26,83.73,83.73,82.81,82.81,234074
1994-07-27,84.28,84.64,83.44,84.64,22225
1994-07-28,84.80,87.91,84.80,87.08,2472709
1994-07-29,86.40,88.28,86.40,87.45,14925088
1994-08-01,87.45,89.21,87.19,88.91,2498347
1994-08-02,88.35,88.58,87.60,87.60,557783
1994-08-03,88.36,89.18,87.47,89.18,2586254
1994-08-04,89.71,89.77,87.60,87.60,1700658
1994-08-05,86.94,86.94,85.68,85.68,78221
1994-08-08,86.15,86.15,84.37,84.37,352870
1994-08-09,84.54,84.54,82.68,83.67,81190
1994-08-10,82.46,83.98,82.46,83.98,648956
1994-08-11,82.84,85.72,82.84,85.58,53040
1994-08-12,86.39,87.04,86.13,86.65,705432
1994-08-15,85.64,85.64,84.32,84.39,935789
1994-08-16,86.08,87.52,86.08,87.52,693022
1994-08-17,87.18,87.68,86.72,87.68,395624
1994-08-18,86.61,87.95,86.17,87.95,484956
1994-08-19,88.01,91.02,87.77,91.02,554463
1994-08-22,90.89,90.89,88.99,88.99,70834
1994-08-23,89.01,89.18,87.73,87.73,3248253
1994-08-24,87.74,87.74,86.13,86.13,672555
1994-08-25,87.11,87.11,84.60,85.33,151139
1994-08-26,84.71,85.96,84.61,85.96,1820571
1994-08-29,87.77,87.77,85.44,85.44,198759
1994-08-30,87.84,89.72,87.84,89.23,917876
1994-08-31,88.90,88.90,86.53,86.53,1103063
1994-09-01,87.38,89.16,87.36,87.36,1414017
1994-09-02,86.71,86.71,84.04,84.04,697901
1994-09-05,84.42,84.86,83.68,84.86,147552
1994-09-06,83.11,85.71,83.11,85.71,673114
1994-09-07,85.43,85.52,84.58,85.52,166027
1994-09-08,84.46,87.75,84.46,86.66,4085297
1994-09-09,86.61,87.46,86.61,87.46,6923019
1994-09-12,88.20,89.79,88.20,89.79,1639671
1994-09-13,90.35,90.35,88.41,88.41,18205919
1994-09-14,88.27,88.27,87.14,87.14,95354
1994-09-15,88.45,89.21,88.44,88.44,1039170
1994-09-16,89.82,91.33,89.82,90.77,1472763
1994-09-19,92.50,93.18,91.57,91.57,549611
1994-09-20,92.94,93.71,92.82,92.82,16623930
1994-09-21,92.48,93.73,91.76,93.73,1203895
1994-09-22,93.86,93.86,91.31,91.31,536874
1994-09-23,91.26,92.92,91.26,92.50,5766067
1994-09-26,93.30,94.07,93.24,93.52,132566
1994-09-27,95.88,96.09,93.58,93.58,291962
1994-09-28,94.71,95.33,94.71,95.33,2819071
1994-09-29,96.23,96.53,95.30,96.53,333523
1994-09-30,97.13,97.13,96.54,96.81,10408535
1994-10-03,96.38,96.42,93.74,93.74,9706
1994-10-04,93.54,93.67,93.02,93.62,615997
1994-10-05,92.91,92.91,90.67,90.67,220393
1994-10-06,90.00,90.00,86.98,86.98,440985
1994-10-07,86.97,87.20,85.31,85.31,1290042
1994-10-10,84.23,84.23,83.39,83.81,716232
1994-10-11,84.67,85.22,84.44,84.44,1828110
1994-10-12,83.97,84.45,83.36,84.17,411794
1994-10-13,84.44,86.31,84.44,86.27,58450
1994-10-14,85.06,87.14,85.06,85.50,40836
1994-10-17,86.59,87.28,86.59,86.87,915780
1994-10-18,88.34,90.01,88.34,90.01,1200467
1994-10-19,89.04,90.32,89.04,90.32,175755
1994-10-20,90.78,91.65,90.78,91.45,296051
1994-10-21,90.15,90.15,89.38,89.38,1337024
1994-10-24,89.54,89.54,85.71,85.71,430858
1994-10-25,85.81,88.77,85.81,88.24,994852
1994-10-26,87.22,88.64,87.22,87.82,36252
1994-10-27,88.05,88.52,87.06,88.48,893807
1994-10-28,89.43,90.17,89.35,90.17,53993
1994-10-31,91.77,92.38,91.41,92.38,22441250
1994-11-01,92.00,93.08,92.00,93.08,29676
1994-11-02,92.44,92.78,92.39,92.39,922645
1994-11-03,92.39,94.61,92.39,94.61,128427
1994-11-04,94.29,94.38,93.91,94.38,1258615
1994-11-07,95.17,96.76,94.85,96.28,217053
1994-11-08,96.34,96.34,95.32,95.60,3037469
1994-11-09,94.75,96.09,94.54,94.54,148091
1994-11-10,96.32,98.55,96.32,98.55,1636166
1994-11-11,97.28,98.53,97.28,98.53,1240338
1994-11-14,97.77,98.26,97.26,98.26,97867
1994-11-15,98.30,99.70,98.30,99.16,46392
1994-11-16,98.09,99.45,98.09,99.45,1878427
1994-11-17,99.89,101.60,99.29,101.60,447534
1994-11-18,103.44,103.44,102.12,102.21,2152432
1994-11-21,102.54,102.54,99.86,99.91,505080
1994-11-22,100.92,102.72,100.92,102.26,203893
1994-11-23,102.65,102.65,101.95,101.99,332954
1994-11-24,101.89,104.50,101.89,103.45,1116790
1994-11-25,103.40,106.35,103.40,106.35,86934
1994-11-28,105.58,108.13,105.58,108.13,168364
1994-11-29,107.68,109.65,107.40,107.40,968035
1994-11-30,107.90,107.90,105.57,105.57,1278907
1994-12-01,105.08,105.08,103.86,105.04,14481038
1994-12-02,103.53,104.38,102.19,103.85,64494
1994-12-05,103.96,104.64,103.27,104.64,21550147
1994-12-06,105.19,105.53,103.89,105.53,2033325
1994-12-07,104.29,106.88,104.29,106.47,546087
1994-12-08,106.26,107.59,106.26,106.72,35574
1994-12-09,107.66,107.66,106.57,106.75,4153425
1994-12-12,105.62,105.62,104.10,104.10,289388
1994-12-13,105.73,105.73,104.67,104.99,6056738
1994-12-14,105.23,106.13,103.79,103.79,307688
1994-12-15,102.72,103.12,102.34,103.12,1041997
1994-12-16,101.88,101.88,100.12,100.12,818819
1994-12-19,99.54,100.07,98.46,100.07,189499
1994-12-20,99.73,100.81,99.22,100.81,1000242
1994-12-21,100.58,100.75,100.46,100.71,1978154
1994-12-22,99.74,100.80,97.24,97.24,679253
1994-12-23,97.06,99.24,97.06,98.34,870522
1994-12-26,100.22,103.19,100.22,103.19,2117609
1994-12-27,102.66,102.66,101.49,101.94,208976
1994-12-28,102.24,103.94,102.24,103.94,210482
1994-12-29,102.23,102.76,101.20,102.76,2180639
1994-12-30,102.30,102.30,101.04,101.17,104656
1995-01-02,99.89,100.01,99.42,100.01,155284
1995-01-03,99.18,99.70,98.11,98.11,397531
1995-01-04,98.46,99.92,97.86,98.50,71952
1995-01-05,97.83,99.40,97.83,99.40,449083
1995-01-06,99.20,101.53,99.20,100.01,460005
1995-01-09,100.31,101.18,99.54,100.83,617171
1995-01-10,101.16,101.62,99.97,99.97,443037
1995-01-11,100.19,100.19,97.07,97.07,108874
1995-01-12,97.79,97.96,97.69,97.96,58107
